player,goals,assists,blocks,catches,completions,throwaways,drops,callahans
Zeman,2,1,0,6,3,0,0,0
Ben R,1,0,2,6,0,0,0,0
Blake,0,0,0,0,0,0,0,0
Borik,0,0,0,1,4,0,0,0
C Olson,1,0,0,23,1,0,0,0
CLarberg,0,0,0,1,0,0,1,0
CUghetta,0,1,0,13,9,1,0,0
Carson,3,2,1,19,17,1,0,0
Carter,0,0,1,2,7,2,1,0
Casey,0,0,0,0,2,0,0,0
Chris P,0,0,0,0,1,0,0,0
Dalton,8,4,0,30,38,0,0,0
Danimal,1,0,1,1,6,0,0,0
Dillon,0,4,2,18,37,7,1,0
E-Bay,1,0,1,7,7,0,0,0
Griffin,0,3,1,2,5,0,0,0
Henry,0,0,1,15,12,0,0,0
Jack W,0,0,0,0,1,0,0,0
Jay,2,3,2,19,15,1,0,0
Joe C,0,0,0,0,0,0,0,0
Joe T,0,0,0,3,1,1,0,0
Joel,0,0,0,3,8,1,0,0
K Bow,0,0,1,0,0,0,0,0
K Rich,0,0,1,11,28,1,0,0
Kai,0,0,1,19,0,0,0,0
Kaplan,0,2,1,20,27,1,1,0
LaRocque,0,5,1,37,13,0,0,0
Matthew,0,1,0,2,0,1,0,0
Matty J,3,6,0,31,43,1,1,0
Muffin,0,2,0,9,81,3,0,0
Noah,0,0,1,0,5,0,0,0
Peter,0,0,0,1,1,0,0,0
Reese,0,0,0,1,3,0,0,0
Reid,1,0,0,3,1,0,0,0
Riggins,0,0,0,6,4,0,0,0
Ryan,0,0,0,0,0,0,0,0
Suds,2,0,1,9,2,1,0,0
Thomas,2,1,0,16,22,1,0,0
Wesley,0,0,0,2,1,0,0,0
Zach M,1,2,3,1,1,1,1,0
Aaron L,1,0,0,2,1,0,0,0
Alex F,1,0,3,2,2,1,0,0
Alex L,0,0,0,1,3,0,0,0
Austin B,0,2,1,5,3,1,0,0
Ben P,0,0,0,0,1,0,0,0
Brad S,0,0,0,5,5,1,1,0
Chris B,3,1,0,3,3,1,0,0
Chris Be,0,0,0,0,0,0,0,0
Cory B,1,0,0,4,14,2,0,0
David S,0,0,0,5,2,1,0,0
Eric M,0,1,0,8,11,1,0,0
Gabe W,0,1,0,5,3,0,0,0
Houst P,1,0,0,1,4,1,0,0
Jeff W,5,2,2,25,9,2,0,0
Joe R,2,2,0,3,4,0,0,0
John W,0,0,0,1,4,1,0,0
Jonny M,1,0,0,2,10,0,0,0
Kyle K,1,0,1,10,6,1,0,0
Leo P,1,0,1,1,1,0,0,0
Lloyd B,1,1,0,15,33,1,0,0
Marcus T,0,1,1,14,8,0,0,0
Matt K,3,1,1,15,12,0,0,0
Matt N,0,0,0,2,4,1,0,0
Max C,0,0,0,5,16,1,0,0
Nate C,1,0,0,1,6,1,0,0
Nate P,1,0,1,36,28,1,1,0
Peter M,0,0,0,1,1,0,0,0
Quinn B,0,0,0,3,4,1,0,0
Rhys B,1,1,2,1,1,0,0,0
Rico J,3,3,4,17,6,1,0,0
Rowen M,5,5,1,28,10,3,1,0
Ryan S,0,0,0,18,15,1,0,0
Troy H,1,1,1,26,16,1,1,0
Xavier M,1,3,0,8,7,3,0,0
Zach N,1,3,0,11,19,2,0,0
Andy,0,1,0,28,27,2,0,0
Basten,2,0,1,13,6,0,0,0
Besser,1,1,0,7,84,2,1,0
Billy,1,0,0,2,0,1,1,0
Brendan,0,1,1,11,3,1,0,0
Bubbles,1,1,0,3,0,1,0,0
Burke,0,2,0,8,6,2,1,0
Channing,3,2,1,16,2,1,0,0
Chris,1,0,0,3,5,0,0,0
Colucci,0,0,1,1,11,2,2,0
Compo,0,0,2,6,2,0,0,0
D Yu,1,1,0,14,8,2,0,0
Danny,0,0,0,1,3,0,0,0
David,0,0,0,0,1,1,0,0
Drew,0,0,0,1,4,1,0,0
Evan,1,1,1,8,8,2,0,0
Jay,0,5,0,7,8,4,0,0
Josh,0,1,0,11,20,1,0,0
Justin,1,0,1,9,11,1,1,0
Karl,0,0,1,17,23,1,1,0
Kevin,1,0,2,1,10,0,0,0
Leslie,0,0,0,5,3,0,0,0
Luis,0,0,1,3,2,0,0,0
Mark,1,0,1,5,2,0,0,0
Noah,0,0,0,15,23,4,0,0
Nolan,1,0,0,6,4,1,0,0
Parker,1,1,0,27,9,2,1,0
Pip,0,0,0,13,14,2,0,0
Rio,3,2,1,5,8,1,1,0
Ryan,0,0,0,5,9,0,0,0
Shrew,1,1,0,1,4,0,1,0
Tate,2,0,1,24,5,6,0,0
Tim,0,0,0,0,2,0,0,0
Tom,0,0,0,9,1,0,0,0
Trey,1,3,0,13,0,1,1,0
Troy,0,0,1,1,5,2,0,0
Wes,0,0,0,0,0,0,0,0
X,0,0,1,2,5,0,0,0
Yergin,1,1,1,4,2,1,0,0
Zach,0,1,0,5,5,0,0,0
Aaron S,1,1,2,6,18,0,0,0
Alex H,2,1,0,24,24,1,0,0
Cam B,2,2,1,23,4,4,0,0
Colin R,1,0,1,8,3,2,1,0
Colton S,0,1,0,4,0,0,0,0
Conner H,0,0,0,6,5,1,1,0
Connor L,0,1,1,1,1,0,0,0
Dan C,0,0,1,1,2,0,0,0
Donova T,0,1,1,17,4,2,0,0
Heath K,1,0,0,5,3,0,0,0
Jake F,0,0,0,2,1,2,0,0
Jesse J,0,0,0,0,0,0,0,0
Joey C,0,0,0,0,1,0,1,0
John J,2,0,1,3,3,0,0,0
Jon W,1,2,1,5,3,1,0,0
Josh D,0,0,0,0,0,0,0,0
Keegan N,1,6,1,24,18,2,1,0
Keenan P,1,3,1,52,55,0,0,0
Kip C,1,1,1,3,4,1,0,0
Kyle C,1,1,0,1,17,1,0,0
Levi J,3,2,1,24,15,1,0,0
Michae A,0,1,0,2,13,0,0,0
Nathan B,1,0,0,5,1,0,0,0
Nick H,0,0,1,2,7,2,0,0
Peter C,1,0,0,7,5,0,0,0
Rick G,0,1,4,29,18,1,1,0
Robbie C,0,0,0,2,6,0,0,0
Sam S,2,1,1,31,29,2,1,0
Spence L,2,1,1,0,4,1,1,0
Stephen,0,0,0,1,3,0,0,0
Terry G,0,0,0,2,1,0,0,0
Travis C,1,3,1,32,33,1,0,0
Zach Z,0,0,1,3,4,0,0,0
Bacon,1,0,0,11,13,4,0,0
Barnett,0,0,1,1,3,1,0,0
Bartholo,1,0,0,3,3,0,0,0
Beatty,1,4,0,25,32,1,0,0
Brooks,0,0,0,8,1,0,0,0
Cohen,4,4,0,29,14,2,0,0
Doi,0,1,1,17,2,1,0,0
Drum,0,1,1,1,3,0,0,0
Eder,0,0,0,1,1,0,0,0
Elbogen,1,0,0,2,0,2,1,0
Ferguson,0,0,0,0,2,1,0,0
Friedman,3,1,0,3,32,1,0,0
George,4,1,1,18,20,1,0,0
Kiyoi,1,1,0,6,5,1,0,0
Lai,0,1,0,17,39,2,0,0
Lepore,1,1,1,5,4,0,0,0
Lissner,4,1,2,18,10,2,0,0
Mazur,2,3,0,30,30,0,1,0
Mcdougal,5,0,3,19,18,1,1,0
Mcrae,0,0,0,0,0,0,0,0
Padula,2,0,1,7,4,0,0,0
Plasman,1,0,1,0,3,1,0,0
Pritchar,1,0,0,6,3,0,0,0
Ransom,2,0,0,11,3,0,0,0
Schakner,1,0,1,12,8,1,0,0
Severson,0,1,2,7,14,0,0,0
Silverma,0,1,1,0,7,0,0,0
Theodore,3,1,2,1,2,2,0,0
Theologi,0,1,1,11,4,1,0,0
Weaver,2,0,2,11,16,1,0,0
A Brown,1,1,0,21,29,0,0,0
Akyuz,1,0,0,7,5,0,1,0
Animal,1,1,0,17,3,0,0,0
Bosscher,0,2,3,9,5,0,0,0
Buddy,0,0,1,5,0,0,0,0
Camp,0,2,1,29,22,2,0,0
Coolidge,1,2,1,14,16,0,0,0
DWiseman,1,2,0,6,6,1,1,0
Drews,0,1,1,3,16,0,0,0
Graffy,6,3,0,3,29,1,0,0
Grandon,0,0,0,3,1,0,0,0
Jdub,1,3,1,1,9,0,0,0
Johnson,2,0,0,7,8,0,1,0
K Brown,1,3,0,15,5,1,0,0
KPS,0,1,2,15,8,1,0,0
Kan,0,0,0,1,0,0,0,0
Kelly,2,1,0,3,0,1,1,0
Keren,0,0,0,12,11,0,0,0
Knoche,1,0,3,5,3,0,0,0
Luo,0,1,0,5,10,1,0,0
Marty,0,0,3,0,3,0,0,0
Mason,0,0,0,1,1,0,0,0
Mawby,0,0,1,1,0,0,0,0
Meshnick,1,1,3,1,3,2,0,0
Meyer,0,1,2,1,5,0,0,0
Nelson,1,1,0,29,27,1,0,0
Poole,0,0,1,2,0,0,0,0
Pruess,2,1,2,27,23,1,0,0
RWiseman,0,0,0,4,16,0,0,0
Repper,1,1,1,3,5,0,0,0
Richgels,1,1,0,4,6,0,1,0
Shriwise,1,5,0,20,21,1,0,0
Spyro,0,0,0,1,0,0,0,0
Tucker,1,0,1,4,2,0,0,0
Weber,1,0,0,1,4,0,0,0
Weigand,1,0,0,5,0,0,0,0
Wilen,1,0,0,5,4,0,0,0
Anders C,2,0,1,1,4,1,0,0
Berry C,2,2,0,9,8,1,0,0
Bumste S,4,2,0,2,18,1,0,0
Burkha M,0,0,0,4,7,0,0,0
Cousin G,0,1,2,24,21,1,0,0
DeCler D,1,1,1,0,6,1,0,0
Duhn,0,0,0,1,3,0,0,0
Echols T,1,0,0,12,13,1,0,0
Feldma B,0,3,0,0,10,0,0,0
Groven T,0,0,0,11,4,0,1,0
Hawkin B,0,0,1,0,0,0,0,0
Johnso E,1,3,0,21,15,0,0,0
Johnso K,0,1,0,3,9,2,0,0
Jordan M,6,2,1,15,13,1,1,0
Jurek C,1,1,0,5,4,0,1,0
Kautz J,2,0,1,5,0,0,0,0
Kittle J,0,0,3,2,4,0,0,0
Klane J,1,2,0,49,41,2,0,0
Ladas N,0,1,0,1,5,0,0,0
Leonar I,1,0,0,3,1,0,0,0
Matis B,1,1,1,2,8,1,0,0
McCart M,0,0,0,1,1,0,0,0
McCutc C,1,1,3,2,0,0,0,0
Mekler W,0,1,0,5,8,2,0,0
Osgar R,2,1,0,20,28,1,1,0
Pangbu G,2,0,0,0,10,0,0,0
Polett T,1,5,1,58,61,3,0,0
Simone J,0,0,0,1,1,0,0,0
Taylor J,2,1,0,4,10,1,0,0
Taylor T,0,0,0,1,0,1,0,0
Trotte E,0,1,0,0,8,0,0,0
Tschid J,4,2,0,60,53,2,0,0
Vogt,0,0,0,2,2,1,0,0
Vohnou B,4,1,0,6,5,1,1,0
Wallin C,0,1,0,22,7,1,0,0
Weinbe C,1,0,1,7,11,1,0,0
Wood C,0,1,0,9,10,2,0,0
Andre,1,1,1,11,0,1,0,0
Big Mike,3,0,0,6,5,1,0,0
Bisson,1,0,0,5,1,0,0,0
Breton,0,0,0,1,0,0,0,0
Burden,1,1,0,17,11,2,0,0
Cabot,3,2,1,30,22,3,1,0
Ceballos,1,1,0,3,11,1,0,0
Chaouch,0,0,0,1,3,0,0,0
Charette,1,0,1,3,3,0,0,0
Faber,0,0,0,2,1,0,0,0
Gamache,1,1,0,1,10,2,0,0
Genest,1,1,1,2,17,1,0,0
Goderre,0,2,0,26,17,5,0,0
Groulx,1,1,0,12,10,1,1,0
Hibbert,2,0,2,7,8,0,0,0
Jean G,0,0,0,1,6,1,0,0
Joncas,2,0,0,9,5,0,0,0
Krump,0,0,0,0,1,0,0,0
Lemieux,0,1,1,1,4,0,0,0
Malik,2,1,1,9,4,3,1,0
Massi,0,0,0,0,0,0,0,0
Monfette,1,0,0,20,18,2,0,0
Nas,1,0,1,10,22,1,0,0
Quentin,1,0,0,24,3,0,0,0
Quinlan,1,1,1,11,6,2,0,0
Saunders,0,0,0,13,4,0,0,0
Steve,1,1,1,33,32,4,0,0
Vallee,4,3,0,21,9,1,0,0
Alongi,0,2,2,2,1,1,0,0
Avello,1,2,0,18,4,1,0,0
Badgett,1,0,2,8,4,0,1,0
Barry,2,0,1,5,0,1,0,0
Bradham,0,1,0,1,2,0,0,0
Caldwell,0,0,0,4,0,1,0,0
Calhoun,1,1,1,35,13,0,0,0
Cam S.,0,0,0,1,0,0,0,0
Carden,1,1,1,12,7,0,1,0
Conger,0,0,0,5,27,0,0,0
Cox,0,0,1,1,1,0,0,0
Dahms,0,0,0,0,0,0,0,0
Dan C,0,0,0,2,1,0,0,0
Dayton,0,1,0,1,6,0,0,0
Flowers,1,0,1,18,51,0,0,0
Hammond,0,0,0,2,0,0,0,0
Hardesty,3,0,1,7,6,1,1,0
Heacock,1,0,0,5,7,0,0,0
Jaime,1,0,1,20,22,0,0,0
Lally,1,4,0,48,31,3,0,0
Mac,2,3,0,3,2,2,0,0
Matt R.,0,0,0,3,1,0,0,0
Moore,0,1,0,2,0,1,0,0
Ortiz,0,2,0,2,6,0,0,0
Parris,3,0,1,13,8,1,0,0
Payne,0,2,0,13,11,6,0,0
Petty,0,0,0,0,3,0,0,0
Phil D.,3,0,1,11,4,1,0,0
Poulos,1,9,1,22,23,1,0,0
Russnog,0,0,0,4,4,0,0,0
Schroder,2,2,1,20,16,2,1,0
Seay,0,0,0,1,0,0,0,0
Snook,0,0,0,0,2,0,0,0
Stroble,0,2,0,9,19,0,0,0
Wilkes,0,0,0,3,2,1,0,0
Wilson,0,0,0,2,1,0,0,0
Wright,0,0,0,7,5,1,0,0
Alladi S,0,0,0,2,1,1,0,0
Alorro J,2,1,1,23,41,1,0,0
Aulett M,2,0,1,16,3,1,1,0
Babbit J,2,1,1,9,8,2,0,0
Brownl M,3,2,0,4,4,2,1,0
Doyle L,0,0,0,0,3,0,0,0
Drost M,0,0,2,8,10,0,0,0
Drost R,0,1,1,4,12,0,0,0
Garvey H,1,2,0,31,42,4,0,0
Holmes R,0,1,2,4,1,0,0,0
Isik A,1,1,0,4,2,2,0,0
Jagt B,4,3,2,48,22,5,0,0
Kalmak P,0,0,0,2,4,0,0,0
Katz B,1,5,1,30,10,2,0,0
Kittre B,2,1,0,24,1,1,0,0
Kline C,1,0,0,9,0,1,0,0
Komino T,0,0,0,0,1,0,0,0
LeMar M,1,1,1,10,18,1,0,0
Lee E,0,0,0,0,13,0,0,0
Mieser J,3,2,2,24,21,1,0,0
Ouelle J,0,0,0,0,1,0,0,0
Price J,0,0,0,7,1,0,0,0
Saffa R,0,0,0,0,0,0,0,0
Spielm B,0,0,0,0,7,0,0,0
Stanto T,2,0,0,1,2,0,0,0
Steven M,3,0,0,5,3,0,0,0
To Nori,0,1,0,2,0,0,0,0
Ward R,1,0,1,5,4,0,0,0
Weintr M,0,1,0,10,5,0,0,0
Weng F,0,0,0,1,3,0,0,0
Ye R,0,0,0,1,0,0,0,0
Zalk A,0,0,0,1,2,0,0,0
Adam O'D,0,1,0,1,8,1,1,0
Aidan H,0,0,0,3,2,0,0,0
Alec A,0,1,1,21,20,0,1,0
Andy O,0,0,1,13,5,1,0,0
Ben,0,0,0,1,1,0,0,0
Bryce R,0,1,1,1,11,0,0,0
Carson T,0,1,1,5,2,0,0,0
Colin F,0,0,0,1,1,0,0,0
David C,1,0,0,0,1,0,0,0
Derek A,0,4,0,42,48,2,0,0
Erik H,0,0,0,5,12,1,0,0
EtienneB,0,0,0,0,0,0,0,0
Geoff B,0,0,1,5,10,1,0,0
Greg E,6,3,0,29,8,4,1,0
JeremyH,4,0,1,12,9,1,0,0
Karl L,0,3,0,21,19,1,0,0
Ken A,0,3,0,2,15,3,0,0
Khalid A,1,1,1,6,7,0,0,0
Kinley G,0,1,0,0,10,1,0,0
Kyle C,1,1,2,0,3,1,0,0
Lance B,0,0,0,4,1,0,0,0
LaurentA,0,0,0,4,5,1,0,0
LaurentL,3,2,1,15,9,0,1,0
M Lee,1,1,0,1,7,0,1,0
Matt O'B,1,0,3,4,7,0,1,0
Nick B,0,0,2,13,28,2,1,0
PatrickK,0,1,1,3,0,0,0,0
PatrickM,0,0,0,0,0,0,0,0
Paul M,2,1,1,3,1,0,0,0
Paul R,1,1,1,9,10,1,1,0
Ryan W,0,0,0,0,0,0,0,0
Scott G,0,0,0,3,0,0,0,0
Tait B,0,0,0,0,0,0,0,0
Tyler S,0,1,0,1,12,2,0,0
A. Miche,0,0,0,0,1,0,0,0
Arcata,2,7,0,16,37,4,0,0
B. Dunn,1,0,0,1,1,0,0,0
Baer,0,0,0,11,5,2,0,0
Becker,0,0,0,0,0,0,0,0
Campy,1,0,0,2,2,1,1,0
Ciccoron,0,0,1,6,1,0,0,0
Damiano,1,0,1,16,10,2,0,0
Davies,1,1,0,11,8,2,0,0
Digorgio,0,2,0,8,3,0,0,0
Dmitry S,0,0,1,0,6,0,0,0
Dylan S,0,0,0,2,1,0,0,0
E. Nard,2,0,4,2,5,2,1,0
E. Peck,4,2,1,30,7,6,2,0
Eckardt,0,0,0,0,0,0,0,0
Fortin,0,0,0,22,28,0,0,0
Igor,0,0,1,3,1,1,0,0
Katzenba,1,0,0,42,71,1,1,0
Lamberty,1,2,0,6,10,1,0,0
M. Esser,1,1,1,8,15,1,1,0
Martin,2,1,1,11,1,0,0,0
Masino,1,0,1,2,3,1,0,0
Mehta,1,0,0,20,10,1,2,0
N. Patel,1,1,0,19,18,2,1,0
Nugent,0,0,0,0,0,0,0,0
Pastor,0,1,0,2,1,1,0,0
Pollard,0,0,2,1,5,2,0,0
R. Brown,1,1,1,3,6,1,1,0
Reydams,1,0,1,3,2,1,1,0
S. Mott,5,7,1,24,17,3,1,0
S. Xu,1,2,1,26,6,3,0,0
Strouse,2,0,0,4,11,0,0,0
Vaughn,0,1,0,0,2,1,0,0
Weaver,0,0,1,6,2,1,0,0
Wenzel,0,0,0,0,0,0,1,0
Angele D,2,0,0,3,1,0,0,0
Beards E,1,0,0,1,1,1,0,0
Buss J,0,0,1,7,12,2,1,0
Cicion R,1,0,0,0,5,0,1,0
Cooper M,1,0,0,1,1,0,0,0
DeAmic J,0,0,2,0,2,0,0,0
Delgad F,0,0,1,7,4,0,0,0
Diatta M,0,0,0,1,2,0,0,0
Fedore M,2,1,0,11,9,3,0,0
Furdel K,2,5,0,18,28,2,0,0
Gardne A,0,0,0,0,2,0,0,0
Graber C,0,1,0,2,1,0,0,0
Hammon P,0,1,0,1,7,1,0,0
Heffer J,1,0,1,4,1,0,0,0
Kahn A,1,1,0,1,3,1,0,0
Kincai J,0,0,0,1,1,0,0,0
Mast J,1,3,1,23,60,1,0,0
May S,0,1,2,1,0,1,0,0
McMull P,0,1,0,4,18,3,0,0
Peters E,0,1,2,4,12,2,0,0
Raslan A,0,0,0,1,0,0,0,0
Repper S,1,0,0,0,1,0,0,0
Robarg J,0,1,0,9,15,1,0,0
Robin- N,0,1,0,1,4,0,0,0
Rosen L,0,0,0,1,4,0,0,0
Sheppa M,2,4,0,26,40,2,1,0
Thomas A,1,0,1,3,9,1,0,0
Towle J,1,1,0,15,12,1,2,0
Tranqu D,1,0,1,1,1,0,0,0
Tranqu V,0,0,0,0,0,0,0,0
Trimbl S,2,1,0,2,0,2,0,0
VanDus S,3,7,3,30,26,11,0,0
Vatz D,1,1,0,17,21,1,1,0
Watt O,3,1,1,11,6,1,1,0
AllenJus,1,0,1,1,3,0,0,0
AllenKir,1,0,0,3,4,1,0,0
BallMike,0,0,0,1,1,0,0,0
BodeMatt,0,0,1,2,7,0,0,0
CohenAnd,0,2,0,14,14,0,0,0
ColicchC,0,0,0,1,1,0,0,0
CretellJ,0,0,0,4,0,1,1,0
DieterBe,3,0,0,10,5,0,0,0
EllisMat,1,1,0,1,3,0,0,0
FairfaxJ,4,1,1,5,3,0,0,0
FreystaM,0,3,0,20,16,2,0,0
GreenTri,0,2,0,1,3,0,0,0
GretschR,1,0,0,2,3,0,0,0
HartzogJ,0,1,0,8,9,0,0,0
HeltonGo,1,4,0,32,6,2,1,0
JonesDav,0,0,1,5,2,0,0,0
LaviolA,0,1,0,2,7,0,0,0
LiuBob,1,1,1,53,84,2,0,0
LynchJoh,0,0,0,2,1,0,0,0
MatzukaB,1,1,0,8,39,0,1,0
McKelveA,0,0,0,6,4,0,0,0
McSherrC,0,0,0,4,2,0,0,0
MitchelT,1,2,0,15,8,1,1,0
MouwJaco,0,1,1,6,4,0,0,0
MunizCha,1,0,0,11,2,0,0,0
NethercJ,2,1,1,0,71,0,0,0
NordgreJ,1,0,0,1,0,0,0,0
PannoneM,0,0,1,1,2,0,0,0
PerryJor,0,1,0,2,5,2,0,0
PolkJake,0,0,3,0,6,0,0,0
RichardD,0,1,1,6,8,1,0,0
SaulNoah,1,1,1,23,6,1,0,0
SethuraV,0,0,0,1,1,0,0,0
SiscoSha,0,2,0,17,0,1,0,0
SmithJos,0,0,0,3,2,0,0,0
SnokeDav,0,1,0,8,6,1,0,0
TaylorAl,1,0,2,14,19,2,0,0
TaylorHu,1,0,1,3,1,0,0,0
WerkmeiR,0,0,0,1,1,0,0,0
WilliamJ,2,2,1,32,31,0,0,0
WilsonMa,0,0,1,0,1,0,0,0
Bridges,1,1,1,10,13,2,0,0
Dunn,0,2,2,32,26,2,1,0
Fontaine,1,4,1,10,11,0,0,0
Goodman,0,0,0,6,3,0,0,0
Griffin,1,0,1,9,3,1,0,0
Groth,3,0,0,12,13,1,0,0
Gutkowsk,0,1,1,13,24,1,1,0
Hall,0,0,0,3,1,0,0,0
Ham,2,0,1,23,18,1,1,0
Hume,0,2,2,16,14,0,1,0
Huppert,0,0,0,13,2,1,0,0
Ivers,4,3,0,10,2,1,0,0
Kohl,1,1,1,4,13,1,0,0
Lacy,0,0,1,1,1,0,0,0
Leggio,1,1,1,61,30,1,1,0
Milardov,3,1,3,23,24,3,0,0
Okita,3,1,0,46,33,1,1,0
Osborne,1,0,1,3,1,0,0,0
Page,1,0,1,6,2,1,0,0
Parisi,0,0,0,7,12,2,0,0
Purdy,0,0,0,2,1,0,1,0
Radlauer,1,1,1,6,11,0,0,0
Ritchie,0,0,0,5,2,0,0,0
Rubin,0,0,1,7,6,2,0,0
Slader,0,1,0,9,1,1,0,0
Slaughte,0,0,0,0,4,0,0,0
Smith,0,0,0,1,2,0,0,0
Tran,1,3,1,44,26,4,0,0
Turner,1,1,1,15,8,1,0,0
A-Grande,1,1,1,0,5,0,0,0
A-Max,0,1,0,9,1,0,0,0
A-Pan,0,1,1,3,3,1,0,0
Andrew,2,1,0,15,12,1,2,0
Antoine,3,1,0,34,2,3,2,0
Ben,0,1,1,5,8,0,0,0
Brandon,0,1,0,6,0,1,0,0
Byron,1,1,2,20,10,1,0,0
Cameron,0,0,0,5,3,1,0,0
Cody,0,0,0,12,16,3,0,0
Cullen,0,0,1,3,8,1,1,0
DaDa,0,0,0,13,2,1,0,0
Devon,1,0,0,1,3,0,0,0
Eli,4,7,1,23,32,9,0,0
Ellen,0,0,1,0,0,0,0,0
Elliott,1,5,0,34,55,0,0,0
Gina,0,0,0,3,4,0,1,0
Greenwoo,0,0,0,5,1,0,0,0
Greg,3,2,2,2,2,1,0,0
Hunter,0,0,0,2,0,0,0,0
