player,goals,assists,blocks,catches,completions,throwaways,drops,callahans
Kurt,1,4,0,9,56,0,0,0
Mater,0,0,0,0,2,1,0,0
Max,1,3,1,18,1,1,1,0
Neal,0,0,1,4,2,0,0,0
Nick,0,1,0,4,2,0,0,0
Nicky,0,0,0,5,1,0,0,0
Pardo,4,3,4,18,21,1,0,0
Pawel,1,11,0,40,81,2,1,0
Roddy,0,0,0,0,0,0,0,0
Ross,6,0,1,3,21,3,0,0
Simon,0,1,0,16,16,2,1,0
Slymer,0,1,1,6,4,1,0,0
Tommy,0,1,1,34,30,1,0,0
Uber,2,0,1,5,5,0,1,0
Vock,0,0,0,0,0,0,0,0
Wets,1,1,0,7,6,3,0,0
Zeman,0,0,1,5,2,0,0,0
Ben R,1,0,0,0,5,0,0,0
Blake,0,0,0,0,0,0,0,0
Borik,0,0,0,1,1,1,0,0
C Olson,1,0,0,2,13,1,0,0
CLarberg,1,0,1,6,8,1,0,0
CUghetta,1,0,0,6,4,0,0,0
Carson,1,1,1,5,13,1,0,0
Carter,1,0,0,1,2,1,0,0
Casey,0,0,1,1,1,0,0,0
Chris P,0,0,0,1,1,0,0,0
Dalton,1,1,1,25,44,2,0,0
Danimal,1,0,2,2,1,1,0,0
Dillon,0,1,2,34,34,5,0,0
E-Bay,3,0,0,3,10,0,0,0
Griffin,0,1,2,3,3,0,0,0
Henry,1,0,1,22,21,0,0,0
Jack W,0,0,0,0,1,0,0,0
Jay,0,2,1,19,27,2,0,0
Joe C,0,0,0,0,1,0,0,0
Joe T,0,0,0,2,1,1,0,0
Joel,0,1,2,9,3,2,0,0
K Bow,0,0,0,0,0,0,0,0
K Rich,7,1,1,5,0,1,0,0
Kai,0,1,1,4,12,1,0,0
Kaplan,2,2,0,6,16,0,0,0
LaRocque,0,2,0,1,27,0,1,0
Matthew,1,0,0,0,0,0,0,0
Matty J,1,4,1,26,64,1,0,0
Muffin,0,4,0,27,41,4,0,0
Noah,1,1,0,5,5,0,0,0
Peter,0,0,0,1,1,0,0,0
Reese,0,0,0,1,0,0,0,0
Reid,0,1,0,1,2,0,0,0
Riggins,0,1,1,7,0,0,0,0
Ryan,0,0,0,1,1,0,0,0
Suds,1,1,1,12,9,0,1,0
Thomas,1,1,0,25,13,2,0,0
Wesley,0,0,0,2,1,0,0,0
Zach M,2,1,1,8,4,1,0,0
Aaron L,0,1,0,1,0,0,1,0
Alex F,1,0,0,6,0,0,0,0
Alex L,0,0,0,4,0,0,0,0
Austin B,0,2,1,5,19,1,0,0
Ben P,0,0,0,1,1,0,0,0
Brad S,1,0,1,1,6,0,1,0
Chris B,1,0,0,8,18,1,0,0
Chris Be,0,0,0,0,0,0,0,0
Cory B,0,1,0,6,10,0,0,0
David S,1,2,1,4,10,1,0,0
Eric M,1,1,0,11,2,0,0,0
Gabe W,0,1,0,6,0,0,0,0
Houst P,1,0,0,2,5,1,0,0
Jeff W,5,1,0,35,25,2,0,0
Joe R,2,0,0,3,2,0,0,0
John W,0,0,0,3,4,0,0,0
Jonny M,1,1,0,2,8,0,0,0
Kyle K,2,1,0,6,2,0,0,0
Leo P,1,0,0,1,2,1,0,0
Lloyd B,0,3,1,35,41,1,0,0
Marcus T,3,1,1,23,5,1,0,0
Matt K,2,2,0,21,8,0,0,0
Matt N,1,1,0,5,10,0,0,0
Max C,0,2,0,6,7,0,0,0
Nate C,1,0,0,6,12,1,1,0
Nate P,0,3,0,16,57,1,0,0
Peter M,0,0,0,4,3,0,0,0
Quinn B,1,0,0,3,1,1,0,0
Rhys B,1,1,0,1,8,0,0,0
Rico J,5,2,0,25,16,2,0,0
Rowen M,5,7,0,55,23,1,0,0
Ryan S,2,1,0,19,1,3,0,0
Troy H,1,1,2,19,1,2,0,0
Xavier M,0,1,0,11,44,1,0,0
Zach N,1,1,0,28,28,0,1,0
Andy,1,2,1,6,4,1,0,0
Basten,0,1,2,16,9,2,0,0
Besser,0,0,0,9,47,2,0,0
Billy,0,0,0,3,1,1,0,0
Brendan,2,0,1,23,33,1,0,0
Bubbles,0,1,0,6,1,2,0,0
Burke,0,4,0,2,2,1,0,0
Channing,1,1,0,1,34,1,2,0
Chris,0,0,0,2,4,0,0,0
Colucci,0,0,0,4,3,1,0,0
Compo,0,1,1,7,6,2,0,0
D Yu,1,0,0,6,2,0,0,0
Danny,0,0,0,6,1,0,0,0
David,1,0,0,10,5,1,0,0
Drew,0,0,0,1,3,5,0,0
Evan,1,1,1,3,11,0,0,0
Jay,1,2,1,20,24,3,0,0
Josh,0,1,0,20,30,2,0,0
Justin,1,2,1,5,6,2,0,0
Karl,0,1,0,26,11,3,1,0
Kevin,0,0,0,15,0,0,0,0
Leslie,1,0,0,4,1,1,0,0
Luis,0,0,1,10,4,0,0,0
Mark,2,1,1,9,3,1,0,0
Noah,0,3,1,53,58,1,0,0
Nolan,1,0,1,7,2,1,1,0
Parker,0,2,0,12,37,0,1,0
Pip,1,0,0,20,0,0,0,0
Rio,3,1,2,15,3,0,0,0
Ryan,0,2,0,4,12,0,0,0
Shrew,2,0,0,5,5,0,0,0
Tate,5,1,0,7,6,2,1,0
Tim,0,1,0,5,5,0,0,0
Tom,0,0,0,8,12,1,0,0
Trey,3,1,1,10,10,1,0,0
Troy,1,0,0,9,0,0,0,0
Wes,0,0,0,0,0,0,0,0
X,0,0,0,2,9,1,0,0
Yergin,0,1,1,16,6,4,0,0
Zach,0,2,0,4,0,1,1,0
Aaron S,2,1,0,4,5,2,1,0
Alex H,2,1,1,14,26,1,0,0
Cam B,4,1,1,18,24,0,0,0
Colin R,0,0,1,0,7,2,1,0
Colton S,0,0,0,2,0,0,1,0
Conner H,1,1,0,1,7,0,0,0
Connor L,0,0,0,8,1,0,0,0
Dan C,0,0,1,1,2,0,0,0
Donova T,0,3,1,4,5,0,0,0
Heath K,0,0,1,3,3,0,0,0
Jake F,0,0,0,2,3,2,0,0
Jesse J,1,0,0,0,1,0,0,0
Joey C,0,0,0,1,1,2,0,0
John J,2,0,1,0,1,1,0,0
Jon W,0,2,1,9,4,0,0,0
Josh D,0,0,0,1,1,0,0,0
Keegan N,2,3,3,13,15,2,1,0
Keenan P,1,5,0,45,16,0,0,0
Kip C,1,1,1,2,5,0,0,0
Kyle C,1,1,1,2,20,3,0,0
Levi J,1,1,1,14,12,0,1,0
Michae A,0,0,0,4,3,1,1,0
Nathan B,0,0,0,0,2,0,0,0
Nick H,0,0,0,11,9,0,0,0
Peter C,0,1,0,5,0,2,0,0
Rick G,5,4,0,14,19,1,0,0
Robbie C,0,1,1,1,4,0,0,0
Sam S,2,0,1,10,25,2,1,0
Spence L,1,1,0,15,2,2,1,0
Stephen,0,0,0,0,1,0,0,0
Terry G,0,0,0,1,1,0,0,0
Travis C,4,2,1,43,48,1,0,0
Zach Z,0,0,0,2,2,0,0,0
Bacon,2,0,1,15,15,2,0,0
Barnett,0,1,0,4,3,0,0,0
Bartholo,0,0,0,0,1,0,0,0
Beatty,2,3,0,19,36,2,0,0
Brooks,1,0,0,20,21,0,1,0
Cohen,1,1,1,22,11,0,1,0
Doi,0,2,1,5,3,0,1,0
Drum,2,1,0,8,5,1,0,0
Eder,1,0,0,1,0,0,0,0
Elbogen,2,2,0,1,34,1,0,0
Ferguson,0,0,0,4,1,1,1,0
Friedman,0,3,0,3,10,0,0,0
George,2,1,1,20,13,1,1,0
Kiyoi,1,1,0,7,9,1,0,0
Lai,0,1,1,2,6,1,0,0
Lepore,2,1,1,5,1,0,0,0
Lissner,3,4,2,19,3,2,0,0
Mazur,1,2,0,8,19,1,0,0
Mcdougal,5,0,0,12,5,0,2,0
Mcrae,0,0,0,0,0,0,0,0
Padula,0,0,0,6,2,0,0,0
Plasman,1,0,1,1,5,1,0,0
Pritchar,0,0,0,1,1,0,0,0
Ransom,0,3,1,7,18,0,0,0
Schakner,0,0,1,4,8,1,0,0
Severson,1,1,0,6,5,1,0,0
Silverma,1,0,3,3,1,1,0,0
Theodore,0,1,3,6,7,1,0,0
Theologi,0,1,0,19,9,0,0,0
Weaver,3,1,0,7,2,0,0,0
A Brown,0,0,0,33,18,1,0,0
Akyuz,2,1,0,1,11,0,0,0
Animal,1,0,0,5,12,1,0,0
Bosscher,1,0,1,3,16,0,0,0
Buddy,2,2,2,5,6,1,0,0
Camp,3,2,0,27,11,2,1,0
Coolidge,0,1,0,11,2,0,0,0
DWiseman,1,2,1,20,17,0,0,0
Drews,1,2,0,4,11,1,0,0
Graffy,0,1,0,3,24,1,1,0
Grandon,0,0,0,4,5,0,1,0
Jdub,1,0,0,3,3,1,0,0
Johnson,1,1,0,14,1,2,0,0
K Brown,1,1,0,16,12,0,0,0
KPS,0,0,1,17,8,2,0,0
Kan,0,0,0,1,0,0,0,0
Kelly,1,1,1,1,4,0,0,0
Keren,0,1,0,4,11,0,0,0
Knoche,2,0,3,2,3,1,0,0
Luo,0,3,1,19,36,2,0,0
Marty,0,0,2,3,4,0,1,0
Mason,1,0,0,1,0,0,0,0
Mawby,0,0,1,0,0,0,0,0
Meshnick,0,0,2,8,9,3,0,0
Meyer,1,0,0,4,0,0,0,0
Nelson,3,2,0,35,25,0,0,0
Poole,0,1,0,1,2,0,0,0
Pruess,1,2,2,13,1,1,0,0
RWiseman,0,0,0,7,16,0,0,0
Repper,1,0,1,3,5,0,1,0
Richgels,1,1,0,4,13,0,1,0
Shriwise,2,1,0,38,32,0,0,0
Spyro,0,0,0,0,0,0,0,0
Tucker,1,0,1,0,2,0,0,0
Weber,1,0,0,1,2,0,0,0
Weigand,0,0,0,6,7,1,1,0
Wilen,0,0,2,6,6,0,0,0
Anders C,1,0,0,4,11,1,0,0
Berry C,1,2,1,12,4,1,1,0
Bumste S,3,1,1,31,29,1,0,0
Burkha M,0,0,0,9,3,1,0,0
Cousin G,1,3,0,9,25,2,0,0
DeCler D,1,1,0,6,1,0,0,0
Duhn,0,0,0,1,2,0,0,0
Echols T,2,0,0,0,1,2,0,0
Feldma B,0,3,0,6,8,1,0,0
Groven T,0,0,1,7,3,1,1,0
Hawkin B,0,0,0,1,1,0,0,0
Johnso E,0,1,0,7,6,0,0,0
Johnso K,0,0,0,27,29,3,0,0
Jordan M,1,1,0,15,2,0,1,0
Jurek C,1,0,1,6,0,0,0,0
Kautz J,1,0,0,1,3,0,0,0
Kittle J,1,0,1,5,3,1,0,0
Klane J,1,5,0,71,48,5,0,0
Ladas N,1,0,0,8,8,1,0,0
Leonar I,2,0,1,6,0,0,0,0
Matis B,1,1,2,1,6,0,0,0
McCart M,1,0,0,2,1,1,0,0
McCutc C,0,0,0,3,2,0,0,0
Mekler W,2,0,0,32,7,2,1,0
Osgar R,1,0,1,32,21,2,1,0
Pangbu G,1,0,0,4,3,0,0,0
Polett T,0,4,2,19,57,2,0,0
Simone J,0,0,1,1,3,0,0,0
Taylor J,2,1,2,4,7,1,0,0
Taylor T,0,0,0,1,0,1,0,0
Trotte E,0,0,1,0,3,0,0,0
Tschid J,1,0,0,55,74,1,0,0
Vogt,1,0,0,1,0,0,0,0
Vohnou B,2,4,1,13,2,1,1,0
Wallin C,1,1,0,16,2,1,0,0
Weinbe C,4,4,1,18,17,1,0,0
Wood C,1,0,0,3,15,1,0,0
Andre,3,1,2,4,6,1,0,0
Big Mike,2,0,1,7,2,1,0,0
Bisson,1,0,0,1,0,0,0,0
Breton,0,0,0,2,2,0,0,0
Burden,2,4,1,33,6,3,0,0
Cabot,3,6,1,23,15,0,1,0
Ceballos,0,0,0,6,6,1,0,0
Chaouch,0,0,0,3,1,0,0,0
Charette,1,0,0,3,2,0,0,0
Faber,0,0,0,1,1,0,0,0
Gamache,1,2,0,1,1,2,0,0
Genest,1,3,1,22,15,3,0,0
Goderre,3,2,0,17,36,2,0,0
Groulx,1,1,1,0,2,1,0,0
Hibbert,2,2,1,10,11,1,1,0
Jean G,0,1,1,3,4,0,0,0
Joncas,1,0,1,10,7,0,0,0
Krump,0,0,0,0,0,0,0,0
Lemieux,1,0,0,6,1,0,0,0
Malik,3,0,0,2,11,3,0,0
Massi,0,1,0,0,0,0,0,0
Monfette,1,1,0,6,13,4,0,0
Nas,1,0,1,10,12,1,1,0
Quentin,3,0,1,18,4,1,0,0
Quinlan,1,1,1,2,12,2,1,0
Saunders,0,1,0,14,1,0,0,0
Steve,1,4,0,41,49,2,0,0
Vallee,4,0,0,18,7,1,0,0
Alongi,0,1,0,5,0,1,0,0
Avello,1,0,0,8,2,1,0,0
Badgett,0,0,2,7,2,0,0,0
Barry,2,1,1,11,7,1,0,0
Bradham,2,0,1,4,1,1,0,0
Caldwell,0,0,1,1,1,0,0,0
Calhoun,1,2,1,29,10,1,0,0
Cam S.,0,0,0,1,1,0,0,0
Carden,0,0,1,0,3,0,0,0
Conger,0,2,0,21,22,0,0,0
Cox,0,0,0,1,0,0,0,0
Dahms,0,0,0,0,0,0,0,0
Dan C,0,0,0,1,0,0,0,0
Dayton,0,0,0,4,5,0,0,0
Flowers,1,0,1,2,23,2,0,0
Hammond,0,0,0,1,0,0,0,0
Hardesty,1,0,3,7,4,1,0,0
Heacock,1,0,0,6,0,0,0,0
Jaime,3,0,1,5,14,1,0,0
Lally,1,2,0,43,53,2,0,0
Mac,3,3,1,13,47,0,0,0
Matt R.,0,0,0,2,0,0,0,0
Moore,0,1,0,2,1,0,0,0
Ortiz,0,0,1,11,5,0,0,0
Parris,4,1,0,9,4,1,1,0
Payne,0,1,1,14,20,2,0,0
Petty,1,0,0,0,1,0,0,0
Phil D.,1,3,1,9,7,2,0,0
Poulos,1,8,1,23,28,2,0,0
Russnog,0,0,0,1,1,0,0,0
Schroder,1,3,2,13,26,1,1,0
Seay,0,0,0,0,1,0,0,0
Snook,0,0,0,2,3,0,0,0
Stroble,1,1,0,48,37,2,0,0
Wilkes,0,0,0,2,2,1,0,0
Wilson,0,0,0,2,3,0,0,0
Wright,0,1,0,9,9,1,1,0
Alladi S,0,0,0,2,3,2,0,0
Alorro J,3,5,2,30,41,1,0,0
Aulett M,0,3,1,13,9,2,0,0
Babbit J,1,0,2,10,11,0,0,0
Brownl M,1,2,0,1,8,0,1,0
Doyle L,0,0,0,0,5,0,0,0
Drost M,0,1,0,0,8,0,0,0
Drost R,1,0,1,8,0,0,0,0
Garvey H,0,6,0,21,31,3,0,0
Holmes R,0,0,0,1,1,0,0,0
Isik A,0,0,0,1,0,0,0,0
Jagt B,2,5,1,33,31,2,0,0
Kalmak P,0,0,0,0,5,1,0,0
Katz B,3,1,2,28,22,2,0,0
Kittre B,2,0,1,26,18,0,0,0
Kline C,0,1,0,3,1,0,0,0
Komino T,0,0,0,0,1,0,0,0
LeMar M,0,0,0,1,8,0,0,0
Lee E,0,0,0,3,14,0,0,0
Mieser J,5,1,1,17,8,4,1,0
Ouelle J,0,0,1,3,1,0,0,0
Price J,0,0,0,2,3,0,0,0
Saffa R,0,0,0,1,0,0,0,0
Spielm B,1,1,0,2,6,0,0,0
Stanto T,0,0,0,1,0,0,0,0
Steven M,3,1,0,14,4,0,0,0
To Nori,0,0,0,3,0,0,0,0
Ward R,2,0,0,4,1,0,0,0
Weintr M,1,3,0,1,10,1,0,0
Weng F,0,0,1,5,0,0,0,0
Ye R,0,0,0,2,0,0,0,0
Zalk A,0,1,0,1,1,0,0,0
Adam O'D,1,1,0,2,9,1,1,0
Aidan H,0,0,1,1,3,0,0,0
Alec A,7,3,1,25,7,2,1,0
Andy O,0,1,1,8,8,1,0,0
Ben,0,0,0,0,0,0,0,0
Bryce R,0,1,0,2,12,0,0,0
Carson T,1,1,1,11,6,1,0,0
Colin F,0,0,0,0,2,0,0,0
David C,1,0,0,0,2,0,0,0
Derek A,0,6,0,36,53,7,0,0
Erik H,4,0,0,2,2,1,0,0
EtienneB,0,0,0,1,0,0,0,0
Geoff B,0,1,1,9,15,2,0,0
Greg E,1,2,1,20,25,1,2,0
JeremyH,2,0,0,12,14,1,0,0
Karl L,5,4,0,33,9,1,1,0
Ken A,0,2,0,8,7,2,1,0
Khalid A,1,1,2,6,3,0,0,0
Kinley G,1,0,0,0,5,1,0,0
Kyle C,0,1,0,3,5,1,0,0
Lance B,0,0,0,2,2,0,0,0
LaurentA,3,1,0,0,8,1,0,0
LaurentL,1,1,1,15,8,1,1,0
M Lee,0,0,0,2,3,0,0,0
Matt O'B,0,0,0,5,3,0,0,0
Nick B,1,2,3,13,15,1,0,0
PatrickK,0,0,0,2,2,0,0,0
PatrickM,0,0,0,0,0,0,0,0
Paul M,1,0,3,3,1,1,0,0
Paul R,1,1,1,9,7,0,0,0
Ryan W,0,0,0,1,1,0,0,0
Scott G,0,0,0,0,1,0,0,0
Tait B,0,0,0,0,0,0,0,0
Tyler S,0,1,0,7,11,2,0,0
A. Miche,0,0,0,4,2,0,0,0
Arcata,1,6,1,39,24,3,0,0
B. Dunn,0,0,0,1,1,1,0,0
Baer,0,1,1,1,5,1,0,0
Becker,0,0,0,0,0,0,0,0
Campy,0,0,0,2,3,1,0,0
Ciccoron,1,0,1,3,4,0,0,0
Damiano,3,2,1,32,43,1,0,0
Davies,1,1,0,20,0,0,1,0
Digorgio,1,0,0,6,4,1,0,0
Dmitry S,0,0,0,2,3,0,0,0
Dylan S,1,0,0,1,0,1,0,0
E. Nard,0,0,0,7,2,1,1,0
E. Peck,2,1,0,18,8,3,2,0
Eckardt,0,0,0,0,0,0,0,0
Fortin,1,2,0,39,19,0,0,0
Igor,1,1,0,2,6,0,0,0
Katzenba,1,1,1,42,23,1,0,0
Lamberty,0,0,0,4,1,1,0,0
M. Esser,1,1,1,6,11,3,0,0
Martin,1,0,1,1,2,1,0,0
Masino,0,1,1,3,6,0,1,0
Mehta,1,4,0,30,13,1,1,0
N. Patel,1,0,1,11,3,3,0,0
Nugent,0,0,0,0,0,0,0,0
Pastor,1,0,0,1,0,0,0,0
Pollard,0,1,0,12,2,1,0,0
R. Brown,1,2,0,1,6,0,0,0
Reydams,0,0,0,1,5,1,0,0
S. Mott,4,3,1,28,17,4,0,0
S. Xu,0,1,0,9,84,1,0,0
Strouse,1,0,1,9,7,0,0,0
Vaughn,1,1,0,3,6,0,0,0
Weaver,0,0,1,2,5,1,0,0
Wenzel,0,0,0,5,4,0,0,0
Angele D,0,1,0,2,0,0,1,0
Beards E,3,0,1,4,10,0,1,0
Buss J,0,1,0,6,13,3,0,0
Cicion R,1,0,1,3,1,0,0,0
Cooper M,0,0,0,0,1,0,0,0
DeAmic J,1,0,0,2,2,1,1,0
Delgad F,0,2,1,2,0,1,1,0
Diatta M,0,0,0,1,1,0,0,0
Fedore M,1,1,1,13,2,1,0,0
Furdel K,1,0,1,1,19,2,0,0
Gardne A,0,0,0,0,1,0,0,0
Graber C,0,0,0,2,1,0,0,0
Hammon P,0,0,0,7,1,1,0,0
Heffer J,1,0,0,4,1,0,0,0
Kahn A,0,0,1,11,2,0,0,0
Kincai J,0,0,0,2,2,0,0,0
Mast J,1,3,1,55,10,1,1,1
May S,1,0,0,1,1,0,0,0
McMull P,0,0,2,9,8,2,0,0
Peters E,0,1,0,6,0,1,0,0
Raslan A,0,0,1,0,0,0,0,0
Repper S,1,0,0,1,0,0,0,0
Robarg J,0,1,0,3,5,0,0,0
Robin- N,1,1,0,7,7,1,0,0
Rosen L,0,0,1,1,1,0,0,0
Sheppa M,3,4,1,36,51,6,0,0
Thomas A,3,0,1,9,4,0,0,0
Towle J,3,0,1,20,8,1,1,0
Tranqu D,1,0,0,1,1,0,0,0
Tranqu V,0,0,0,1,1,0,0,0
Trimbl S,3,2,1,12,3,1,1,0
VanDus S,1,1,0,17,33,5,0,0
Vatz D,2,0,0,20,8,1,1,0
Watt O,1,2,1,14,9,2,0,0
AllenJus,1,1,0,2,8,1,0,0
AllenKir,1,0,0,20,8,1,0,0
BallMike,0,0,0,2,2,0,0,0
BodeMatt,1,0,0,9,2,1,0,0
CohenAnd,1,1,0,2,17,1,0,0
ColicchC,0,0,0,1,0,0,0,0
CretellJ,1,0,0,4,0,1,0,0
DieterBe,2,0,1,6,7,0,0,0
EllisMat,2,0,1,2,1,1,0,0
FairfaxJ,1,2,0,11,2,1,1,0
FreystaM,1,1,0,19,8,2,1,0
GreenTri,0,0,0,3,4,0,0,0
GretschR,0,0,0,1,1,0,0,0
HartzogJ,0,1,1,7,1,1,0,0
HeltonGo,2,1,1,10,6,2,0,0
JonesDav,0,0,0,2,3,0,0,0
LaviolA,1,1,0,3,2,0,0,0
LiuBob,0,4,1,30,29,6,0,0
LynchJoh,1,0,0,0,3,0,1,0
MatzukaB,0,1,0,17,15,1,0,0
McKelveA,1,0,1,5,7,0,0,0
McSherrC,0,0,0,2,3,0,0,0
MitchelT,9,1,0,22,8,1,0,0
MouwJaco,1,1,0,0,0,0,0,0
MunizCha,2,0,0,6,9,0,0,0
NethercJ,0,13,0,20,11,2,0,0
NordgreJ,0,0,0,0,0,0,0,0
PannoneM,2,0,0,3,1,0,0,0
PerryJor,0,1,0,6,4,1,0,0
PolkJake,2,0,1,4,4,0,0,0
RichardD,0,0,2,4,5,0,0,0
SaulNoah,2,1,1,40,29,2,0,1
SethuraV,0,0,0,2,0,0,0,0
SiscoSha,1,3,2,25,6,1,0,0
SmithJos,0,0,0,2,0,0,0,0
SnokeDav,0,0,0,25,6,1,0,0
TaylorAl,1,0,0,4,10,1,0,0
TaylorHu,0,1,0,2,2,0,0,0
WerkmeiR,0,0,0,4,1,0,0,0
WilliamJ,2,3,1,36,25,1,0,0
WilsonMa,0,0,0,0,0,0,0,0
Bridges,2,2,1,0,1,1,1,0
Dunn,2,7,2,27,16,4,0,0
Fontaine,1,2,0,14,4,0,0,0
Goodman,0,0,0,0,3,0,0,0
Griffin,0,1,0,5,13,0,1,0
Groth,2,1,1,6,15,2,0,0
Gutkowsk,1,1,0,16,23,0,1,0
Hall,0,0,0,1,2,0,0,0
Ham,3,1,0,19,26,2,0,0
Hume,1,0,2,14,21,2,1,0
Huppert,0,0,0,4,4,1,0,0
Ivers,0,1,0,9,12,2,0,0
Kohl,1,1,0,7,1,1,0,0
Lacy,0,1,0,2,1,0,0,0
Leggio,0,3,0,20,8,1,0,0
Milardov,1,1,0,3,14,1,0,0
Okita,2,4,0,35,11,2,0,0
Osborne,1,0,0,2,0,1,0,0
Page,0,0,2,7,11,0,0,0
Parisi,1,0,0,6,6,3,0,0
Purdy,0,1,1,1,6,0,1,0
Radlauer,0,1,0,13,18,1,0,0
Ritchie,0,0,0,5,1,0,0,0
Rubin,0,1,0,6,9,0,0,0
Slader,1,0,2,9,6,0,0,0
Slaughte,0,0,0,2,1,0,1,0
Smith,0,0,0,1,0,0,0,0
Tran,3,3,0,21,38,1,0,0
Turner,1,1,1,19,38,4,0,0
A-Grande,1,0,0,0,1,0,1,0
A-Max,0,1,0,10,2,0,1,0
A-Pan,1,1,0,2,6,1,0,0
Andrew,0,1,1,5,7,0,0,0
Antoine,4,7,0,6,4,1,0,0
Ben,0,0,1,6,4,1,0,0
Brandon,0,0,1,5,4,0,0,0
Byron,0,0,0,6,9,2,0,0
Cameron,1,0,0,1,0,0,0,0
Cody,1,1,0,15,12,1,0,0
Cullen,0,0,2,6,5,0,0,0
DaDa,0,0,0,0,5,0,0,0
Devon,1,0,1,2,1,0,0,0
Eli,3,3,1,27,14,1,0,0
Ellen,0,0,1,0,0,0,0,0
Elliott,0,2,1,54,24,5,1,0
Gina,1,0,0,1,9,0,0,0
Greenwoo,0,0,0,1,3,0,0,0
Greg,4,0,0,1,4,1,0,0
Hunter,0,1,1,2,1,0,0,0
