player,goals,assists,blocks,catches,completions,throwaways,drops,callahans
Keenan P,0,3,0,50,75,1,0,0
Kip C,2,0,1,11,0,1,1,0
Kyle C,0,1,1,12,30,1,1,0
Levi J,5,5,0,9,5,5,1,0
Michae A,0,0,0,4,9,1,1,0
Nathan B,0,0,0,1,1,0,0,0
Nick H,0,1,1,7,2,1,0,0
Peter C,1,1,1,4,5,0,0,0
Rick G,5,3,1,26,7,2,0,0
Robbie C,0,0,0,1,2,1,0,0
Sam S,0,2,0,24,35,2,0,0
Spence L,1,0,0,0,8,1,0,0
Stephen,0,0,0,1,1,0,0,0
Terry G,0,0,0,1,0,0,0,0
Travis C,3,3,1,15,32,3,0,0
Zach Z,0,0,1,2,2,0,0,0
Bacon,2,1,1,15,8,0,0,0
Barnett,0,0,0,6,7,1,0,0
Bartholo,0,0,0,0,1,0,0,0
Beatty,0,3,0,35,38,1,0,0
Brooks,0,1,0,14,1,0,0,0
Cohen,1,8,1,13,13,2,0,0
Doi,1,0,1,5,9,0,0,0
Drum,1,0,0,7,5,0,0,0
Eder,0,0,0,1,2,0,0,0
Elbogen,2,3,0,9,17,3,0,0
Ferguson,0,0,0,2,2,1,0,0
Friedman,0,1,0,2,29,0,0,0
George,2,1,1,16,24,1,1,0
Kiyoi,2,2,1,7,1,1,0,0
Lai,0,1,0,9,19,1,0,0
Lepore,1,0,1,1,1,0,0,0
Lissner,1,1,2,24,16,0,1,0
Mazur,1,1,0,20,18,1,0,0
Mcdougal,4,1,1,33,6,1,1,0
Mcrae,0,0,0,0,0,0,0,0
Padula,0,1,1,3,2,1,0,0
Plasman,0,0,2,5,1,0,0,0
Pritchar,1,0,0,4,3,0,0,0
Ransom,1,2,0,12,30,2,0,0
Schakner,1,0,2,1,3,1,0,0
Severson,1,1,1,12,6,1,0,0
Silverma,1,1,1,6,0,0,0,0
Theodore,0,1,5,7,4,2,1,0
Theologi,0,1,1,7,5,1,0,0
Weaver,1,1,1,14,6,0,0,0
A Brown,0,1,0,37,12,1,0,0
Akyuz,3,0,0,4,8,1,0,0
Animal,1,1,1,12,18,0,0,0
Bosscher,1,2,1,14,5,0,0,0
Buddy,1,0,1,2,4,1,0,0
Camp,2,1,0,6,7,1,1,0
Coolidge,2,1,1,6,9,0,1,0
DWiseman,5,1,0,16,0,1,1,0
Drews,1,1,0,6,13,2,0,0
Graffy,3,6,2,31,43,0,0,0
Grandon,0,0,0,0,1,1,0,0
Jdub,1,1,0,6,6,0,0,0
Johnson,1,0,0,0,8,0,0,0
K Brown,1,2,0,13,57,3,0,0
KPS,0,0,2,13,11,0,0,0
Kan,0,0,0,1,0,0,0,0
Kelly,1,0,0,5,1,0,1,0
Keren,0,0,0,2,1,0,0,0
Knoche,1,0,2,1,4,1,0,0
Luo,0,1,0,12,7,1,1,0
Marty,1,1,1,1,2,0,0,0
Mason,1,0,0,1,0,0,0,0
Mawby,0,0,0,0,0,0,0,0
Meshnick,2,1,2,23,5,1,0,0
Meyer,2,0,1,2,3,0,0,0
Nelson,2,1,0,4,15,0,0,0
Poole,0,0,0,0,1,0,0,0
Pruess,1,0,3,17,5,1,0,0
RWiseman,0,0,0,3,4,0,0,0
Repper,0,0,1,2,1,0,0,0
Richgels,1,2,0,14,9,0,0,0
Shriwise,1,5,0,31,5,1,0,0
Spyro,0,0,0,0,0,0,0,0
Tucker,1,0,0,1,7,0,1,0
Weber,1,0,0,2,6,0,0,0
Weigand,0,1,0,6,0,0,0,0
Wilen,1,0,0,0,10,0,1,0
Anders C,1,0,0,6,9,0,0,0
Berry C,1,0,2,1,1,1,0,0
Bumste S,0,1,0,7,13,1,0,0
Burkha M,0,0,0,5,8,1,0,0
Cousin G,2,2,2,6,36,2,0,0
DeCler D,2,1,1,3,4,1,0,0
Duhn,0,0,0,0,1,0,0,0
Echols T,1,0,0,8,16,0,0,0
Feldma B,0,3,0,11,1,1,1,0
Groven T,0,1,1,8,4,0,0,0
Hawkin B,0,0,0,1,1,0,0,0
Johnso E,0,1,0,7,7,2,0,0
Johnso K,0,1,0,11,14,1,0,0
Jordan M,3,2,0,6,2,1,1,0
Jurek C,0,1,0,4,2,0,1,0
Kautz J,3,0,0,2,7,0,0,0
Kittle J,1,0,4,0,1,0,0,0
Klane J,0,2,0,49,74,2,0,0
Ladas N,1,1,0,0,4,0,0,0
Leonar I,3,0,1,2,5,0,0,1
Matis B,1,1,1,7,2,1,0,0
McCart M,1,0,1,2,0,0,0,0
McCutc C,1,0,2,7,5,0,0,0
Mekler W,2,1,0,7,19,1,1,0
Osgar R,1,4,0,42,24,1,1,0
Pangbu G,0,0,2,2,2,0,0,0
Polett T,0,0,0,3,35,1,0,0
Simone J,0,0,0,2,3,1,0,0
Taylor J,1,1,1,5,11,0,0,0
Taylor T,0,0,0,0,0,0,0,0
Trotte E,0,0,0,1,3,0,0,0
Tschid J,1,1,0,59,57,1,0,0
Vogt,0,0,0,2,2,0,0,0
Vohnou B,1,3,2,31,0,2,0,0
Wallin C,1,0,0,7,9,2,0,0
Weinbe C,2,1,2,3,16,1,0,0
Wood C,0,0,0,16,1,0,0,0
Andre,1,1,1,10,4,2,0,0
Big Mike,6,0,1,7,0,1,1,0
Bisson,1,0,0,2,2,0,0,0
Breton,0,0,0,2,1,0,0,0
Burden,3,0,3,8,14,2,0,0
Cabot,2,5,1,19,13,0,1,0
Ceballos,1,1,1,3,4,1,0,0
Chaouch,1,0,1,1,2,0,1,0
Charette,0,0,2,1,2,0,0,0
Faber,0,0,0,1,0,0,0,0
Gamache,0,0,1,10,19,1,0,0
Genest,2,2,0,4,19,2,0,0
Goderre,1,3,2,19,63,4,1,0
Groulx,0,0,1,1,0,0,0,0
Hibbert,0,2,0,4,2,1,0,0
Jean G,1,0,2,1,1,0,0,0
Joncas,1,0,1,5,5,0,0,0
Krump,0,0,0,0,0,0,0,0
Lemieux,0,1,0,3,8,0,1,0
Malik,2,2,1,2,9,1,1,0
Massi,0,0,1,0,1,0,0,0
Monfette,0,0,1,3,14,2,0,0
Nas,2,1,1,34,23,1,0,0
Quentin,11,3,0,27,10,2,0,0
Quinlan,0,5,1,29,21,4,1,0
Saunders,0,1,0,2,9,0,0,0
Steve,0,2,0,50,45,0,0,0
Vallee,4,1,1,8,16,1,0,0
Alongi,1,1,0,0,1,1,0,0
Avello,2,2,0,8,0,1,0,0
Badgett,1,0,1,5,1,0,1,0
Barry,0,1,1,5,8,1,1,0
Bradham,0,1,0,5,8,0,0,0
Caldwell,0,0,0,4,1,1,0,0
Calhoun,5,1,0,9,11,0,1,0
Cam S.,0,0,0,0,1,0,0,0
Carden,2,0,1,0,4,0,0,0
Conger,0,1,0,28,51,2,1,0
Cox,0,0,0,1,0,0,0,0
Dahms,0,0,0,0,0,0,0,0
Dan C,0,0,0,0,1,0,0,0
Dayton,0,0,0,2,1,0,0,0
Flowers,0,0,1,11,8,2,0,0
Hammond,1,0,0,3,0,0,0,0
Hardesty,2,1,0,7,2,1,0,0
Heacock,0,1,0,2,0,0,0,0
Jaime,3,1,2,12,19,0,0,0
Lally,2,1,2,3,33,3,0,0
Mac,2,3,1,31,13,4,0,0
Matt R.,0,0,0,1,0,0,0,0
Moore,0,0,1,0,2,1,0,0
Ortiz,0,1,0,6,7,0,0,0
Parris,4,1,1,2,8,0,1,0
Payne,0,3,2,33,12,3,0,0
Petty,0,0,0,0,1,0,0,0
Phil D.,0,1,2,11,2,0,0,0
Poulos,2,2,0,20,51,6,0,0
Russnog,0,0,0,4,0,0,0,0
Schroder,1,1,1,13,4,2,1,0
Seay,0,0,1,0,2,0,1,0
Snook,0,0,0,1,1,0,0,0
Stroble,0,1,0,53,36,1,0,0
Wilkes,0,1,1,4,2,1,0,0
Wilson,0,0,0,1,5,1,0,0
Wright,1,0,0,2,7,0,0,0
Alladi S,0,0,1,3,3,0,0,0
Alorro J,1,2,3,23,32,2,1,0
Aulett M,1,2,0,13,12,2,0,0
Babbit J,3,2,3,8,19,0,1,0
Brownl M,3,1,0,1,9,0,0,0
Doyle L,0,0,0,0,2,0,0,0
Drost M,2,2,0,3,6,1,0,0
Drost R,2,0,1,2,14,0,0,0
Garvey H,1,5,1,53,38,3,1,0
Holmes R,0,1,1,2,1,1,0,0
Isik A,0,1,0,0,4,2,0,0
Jagt B,6,4,0,16,21,1,1,0
Kalmak P,0,0,0,3,9,0,0,0
Katz B,2,2,1,22,41,3,0,0
Kittre B,1,2,1,35,23,0,0,0
Kline C,0,0,0,11,10,0,0,0
Komino T,0,0,0,1,0,0,0,0
LeMar M,0,1,1,18,11,0,0,0
Lee E,0,0,0,3,8,0,0,0
Mieser J,1,2,1,18,17,5,0,0
Ouelle J,1,0,1,2,3,0,0,0
Price J,0,0,0,2,3,1,0,0
Saffa R,0,0,0,0,0,0,0,0
Spielm B,1,1,2,3,5,0,0,0
Stanto T,2,1,1,4,3,0,0,0
Steven M,2,1,0,13,6,0,0,0
To Nori,0,0,0,1,0,0,0,0
Ward R,1,0,0,4,0,1,0,0
Weintr M,0,1,0,12,3,1,0,0
Weng F,0,0,0,3,3,0,0,0
Ye R,0,0,0,1,0,0,0,0
Zalk A,0,0,0,2,1,0,0,0
Adam O'D,1,1,2,3,8,0,0,0
Aidan H,0,0,0,1,1,0,0,0
Alec A,5,2,2,23,12,1,0,0
Andy O,0,0,0,14,7,1,0,0
Ben,0,0,0,1,0,0,0,0
Bryce R,0,0,0,26,15,1,0,0
Carson T,0,1,2,2,2,0,0,0
Colin F,0,0,0,2,4,1,0,0
David C,1,0,0,2,0,0,1,0
Derek A,0,4,0,37,38,1,1,0
Erik H,1,1,0,2,7,1,0,0
EtienneB,0,0,0,1,0,0,0,0
Geoff B,1,3,1,7,7,2,0,0
Greg E,0,1,1,2,17,3,0,0
JeremyH,0,0,0,12,1,0,0,0
Karl L,3,1,1,23,23,3,0,0
Ken A,1,1,0,8,8,2,0,0
Khalid A,0,0,1,7,0,1,0,0
Kinley G,0,0,0,1,4,1,0,0
Kyle C,0,0,1,0,4,0,0,0
Lance B,0,0,0,1,0,0,0,0
LaurentA,1,0,0,5,5,1,1,0
LaurentL,1,1,0,13,1,1,1,0
M Lee,1,0,0,1,1,0,1,0
Matt O'B,2,0,0,2,4,0,1,0
Nick B,1,4,3,23,19,2,1,0
PatrickK,0,0,1,0,2,0,1,0
PatrickM,0,0,0,0,0,0,0,0
Paul M,1,0,0,6,3,1,0,0
Paul R,1,0,3,8,2,1,1,0
Ryan W,0,0,0,0,0,0,0,0
Scott G,0,0,0,3,0,0,0,0
Tait B,0,0,0,0,0,0,0,0
Tyler S,1,2,1,6,8,2,0,0
A. Miche,0,0,0,2,0,1,0,0
Arcata,1,6,2,16,18,3,0,0
B. Dunn,0,0,1,1,1,1,0,0
Baer,0,0,0,8,9,0,0,0
Becker,0,0,0,0,0,0,0,0
Campy,0,1,1,3,1,1,1,0
Ciccoron,0,0,1,2,2,0,0,0
Damiano,0,0,0,46,8,3,0,0
Davies,1,1,0,6,21,2,0,0
Digorgio,0,1,0,4,2,0,0,0
Dmitry S,0,0,0,3,3,0,0,0
Dylan S,0,0,0,1,5,0,0,0
E. Nard,1,0,0,7,11,1,0,0
E. Peck,4,3,1,34,36,3,1,0
Eckardt,0,0,0,0,0,0,0,0
Fortin,0,3,0,15,71,2,1,0
Igor,1,0,1,2,1,1,0,0
Katzenba,1,0,2,22,41,2,0,0
Lamberty,0,1,0,1,6,2,0,0
M. Esser,2,0,0,15,11,1,0,0
Martin,1,0,0,5,3,1,0,0
Masino,0,0,0,2,0,0,0,0
Mehta,2,1,0,11,16,2,1,0
N. Patel,1,2,0,16,1,1,1,0
Nugent,0,0,0,0,0,0,0,0
Pastor,1,0,1,1,5,0,0,0
Pollard,1,0,0,6,1,1,0,0
R. Brown,0,0,1,10,0,3,0,0
Reydams,2,0,1,3,0,1,0,0
S. Mott,4,7,1,30,22,3,1,0
S. Xu,0,3,0,16,70,1,1,0
Strouse,1,0,0,10,16,1,0,0
Vaughn,2,0,0,4,3,0,0,0
Weaver,0,1,0,3,4,1,0,0
Wenzel,0,0,0,6,2,0,1,0
Angele D,0,0,0,5,2,0,0,0
Beards E,3,1,0,14,3,1,0,0
Buss J,0,0,1,1,7,1,0,0
Cicion R,0,0,1,1,0,0,0,0
Cooper M,0,0,1,1,0,0,0,0
DeAmic J,1,0,2,1,1,1,1,0
Delgad F,0,1,0,3,4,1,1,0
Diatta M,0,0,0,1,1,0,0,0
Fedore M,0,1,2,29,12,4,0,0
Furdel K,1,4,0,1,11,2,0,0
Gardne A,0,0,0,1,1,0,0,0
Graber C,3,0,0,6,0,1,0,0
Hammon P,0,1,0,4,15,1,0,0
Heffer J,2,0,1,2,1,0,0,0
Kahn A,0,0,1,4,3,0,0,0
Kincai J,0,0,0,2,0,0,0,0
Mast J,0,1,2,59,48,2,0,0
May S,0,1,2,4,0,1,0,0
McMull P,0,1,0,26,14,1,0,0
Peters E,0,2,1,10,3,0,0,0
Raslan A,0,0,0,0,0,0,0,0
Repper S,1,0,0,1,0,0,0,0
Robarg J,0,1,0,8,7,1,0,0
Robin- N,1,0,0,10,3,1,0,0
Rosen L,0,0,0,4,7,0,0,0
Sheppa M,1,4,1,21,30,4,0,0
Thomas A,0,1,0,9,6,1,0,0
Towle J,7,0,1,17,17,1,1,0
Tranqu D,0,0,1,1,0,0,0,0
Tranqu V,0,0,0,1,0,0,0,0
Trimbl S,0,2,2,13,5,0,0,0
VanDus S,2,5,1,11,19,7,0,0
Vatz D,2,0,0,20,10,2,0,0
Watt O,1,2,0,2,4,2,0,0
AllenJus,2,1,1,9,9,1,0,0
AllenKir,0,1,1,10,24,2,0,0
BallMike,0,0,0,4,0,1,0,0
BodeMatt,0,0,1,11,13,0,0,0
CohenAnd,0,1,0,5,15,0,0,0
ColicchC,0,0,0,1,1,0,0,0
CretellJ,1,0,0,1,1,1,0,0
DieterBe,1,0,1,0,8,0,0,0
EllisMat,2,1,0,1,3,0,0,0
FairfaxJ,6,1,0,10,9,0,0,0
FreystaM,0,2,2,9,14,0,0,0
GreenTri,0,0,0,2,3,0,0,0
GretschR,0,0,0,1,0,0,0,0
HartzogJ,1,0,0,0,2,0,0,0
HeltonGo,1,1,0,3,7,1,0,0
JonesDav,0,0,0,2,2,0,0,0
LaviolA,0,0,0,1,0,0,0,0
LiuBob,1,1,0,47,53,2,0,0
LynchJoh,0,0,0,3,4,1,0,0
MatzukaB,1,1,1,32,46,1,0,0
McKelveA,0,0,1,8,8,0,0,0
McSherrC,0,0,0,2,6,0,0,0
MitchelT,2,1,0,11,1,1,0,0
MouwJaco,3,1,1,6,11,0,0,0
MunizCha,5,1,0,1,13,0,0,0
NethercJ,0,5,1,59,61,2,0,0
NordgreJ,0,0,0,4,5,0,0,0
PannoneM,2,0,1,3,4,0,0,0
PerryJor,0,0,0,5,0,1,0,0
PolkJake,1,0,1,2,0,0,0,0
RichardD,1,0,1,1,7,0,0,0
SaulNoah,0,4,2,26,14,0,0,0
SethuraV,0,0,0,4,1,0,0,0
SiscoSha,2,2,0,10,2,0,0,0
SmithJos,0,0,0,3,3,0,0,0
SnokeDav,1,1,1,10,14,0,0,0
TaylorAl,1,0,0,15,13,0,0,0
TaylorHu,1,0,0,5,3,1,0,0
WerkmeiR,0,0,0,4,1,0,0,0
WilliamJ,1,6,0,4,63,1,1,0
WilsonMa,0,0,0,1,0,0,0,0
Bridges,1,1,2,6,1,0,0,0
Dunn,1,2,1,3,18,2,1,0
Fontaine,0,4,0,5,25,0,0,0
Goodman,0,0,0,1,0,0,0,0
Griffin,1,1,1,17,22,1,0,0
Groth,0,1,1,6,3,1,0,0
Gutkowsk,0,0,2,9,28,1,0,0
Hall,0,0,0,1,0,0,0,0
Ham,3,0,0,26,29,0,0,0
Hume,2,1,1,1,12,1,1,0
Huppert,1,0,1,6,0,0,0,0
Ivers,1,5,0,20,33,2,0,0
Kohl,0,1,0,10,4,0,0,0
Lacy,1,0,0,2,2,0,0,0
Leggio,1,1,1,42,14,0,1,0
Milardov,1,2,1,12,15,4,1,0
Okita,1,0,1,24,32,2,0,0
Osborne,0,0,0,3,1,0,0,0
Page,0,0,1,9,3,1,0,0
Parisi,1,0,0,6,11,2,0,0
Purdy,1,1,2,6,3,0,0,0
Radlauer,2,1,1,13,7,0,0,0
Ritchie,0,0,0,3,1,0,0,0
Rubin,1,0,0,8,4,1,1,0
Slader,0,1,1,1,17,1,1,0
Slaughte,0,0,0,1,1,0,0,0
Smith,1,0,1,3,0,0,0,0
Tran,2,1,1,32,32,1,0,0
Turner,1,0,1,42,13,5,1,0
A-Grande,0,0,0,4,1,0,2,0
A-Max,1,1,0,1,1,1,0,0
A-Pan,0,0,0,9,6,0,0,0
Andrew,0,1,0,14,6,0,0,0
Antoine,0,7,0,17,15,1,1,0
Ben,0,1,1,3,1,1,0,0
Brandon,1,1,0,4,4,0,0,0
Byron,1,2,0,7,9,1,0,0
Cameron,0,0,0,10,4,0,0,0
Cody,0,0,0,18,17,1,0,0
Cullen,0,0,2,8,2,0,0,0
DaDa,0,0,0,14,13,0,0,0
Devon,0,0,1,4,3,1,0,0
Eli,0,2,1,18,45,2,0,0
Ellen,0,0,0,0,0,0,0,0
Elliott,2,3,0,1,43,1,0,0
Gina,1,0,0,1,2,0,1,0
Greenwoo,0,0,0,2,0,1,0,0
Greg,1,2,1,5,11,0,0,0
Hunter,1,1,1,0,2,0,0,0
