player,goals,assists,blocks,catches,completions,throwaways,drops,callahans
Groven T,0,0,1,2,14,1,1,0
Hawkin B,1,0,0,0,1,0,0,0
Johnso E,0,2,0,7,1,2,0,0
Johnso K,0,2,0,3,2,2,0,0
Jordan M,1,0,1,17,8,0,1,0
Jurek C,0,0,0,3,1,0,0,0
Kautz J,2,0,0,9,6,0,0,0
Kittle J,1,0,0,3,2,0,0,0
Klane J,2,1,0,73,15,2,0,0
Ladas N,1,2,0,5,1,1,0,0
Leonar I,1,0,5,1,4,0,0,0
Matis B,0,1,1,0,2,1,0,0
McCart M,0,0,0,0,0,0,0,0
McCutc C,2,0,1,0,4,0,1,0
Mekler W,1,0,0,2,19,1,0,0
Osgar R,1,4,1,1,22,0,1,0
Pangbu G,1,0,0,4,1,0,0,0
Polett T,1,2,1,54,11,3,0,0
Simone J,0,0,0,1,0,0,0,0
Taylor J,1,1,1,1,4,1,0,0
Taylor T,0,0,0,3,2,1,0,0
Trotte E,0,0,0,7,2,0,0,0
Tschid J,2,1,0,45,59,1,1,0
Vogt,0,0,0,4,1,0,0,0
Vohnou B,4,4,1,18,2,1,0,0
Wallin C,0,1,0,16,15,3,0,0
Weinbe C,11,2,0,31,2,0,0,0
Wood C,0,0,0,9,10,0,0,0
Andre,0,1,1,13,12,1,0,0
Big Mike,2,0,1,6,5,0,0,0
Bisson,0,0,1,3,6,0,0,0
Breton,0,0,0,5,2,0,0,0
Burden,3,1,1,3,18,0,0,0
Cabot,0,0,1,8,6,1,1,0
Ceballos,2,1,1,6,6,1,1,0
Chaouch,1,0,0,4,2,0,0,0
Charette,1,0,2,1,1,0,0,0
Faber,0,0,0,1,0,0,0,0
Gamache,0,1,1,1,3,0,1,0
Genest,2,4,1,16,11,1,0,0
Goderre,2,1,0,13,49,5,0,0
Groulx,0,0,0,11,5,1,0,0
Hibbert,3,1,0,10,4,0,0,0
Jean G,1,0,0,1,3,0,0,0
Joncas,1,0,0,6,2,0,1,0
Krump,0,0,0,1,0,0,0,0
Lemieux,0,1,1,12,2,0,0,0
Malik,1,2,0,18,2,3,0,0
Massi,0,0,0,0,0,0,0,0
Monfette,0,0,0,2,23,1,0,0
Nas,1,2,1,18,2,1,0,0
Quentin,3,1,0,30,14,0,0,0
Quinlan,1,2,0,17,0,4,1,0
Saunders,0,1,0,3,40,0,0,0
Steve,2,3,0,14,40,2,0,0
Vallee,2,1,2,10,13,0,0,0
Alongi,0,1,0,2,3,0,0,0
Avello,1,1,1,1,6,1,0,0
Badgett,1,1,0,2,1,0,0,0
Barry,1,0,1,9,4,1,1,0
Bradham,1,2,1,9,10,0,0,0
Caldwell,1,0,0,0,1,0,0,0
Calhoun,7,3,1,18,2,1,0,0
Cam S.,0,0,0,1,1,0,0,0
Carden,0,1,1,2,1,0,0,0
Conger,0,0,0,4,26,1,1,0
Cox,0,0,1,0,1,0,0,0
Dahms,0,0,0,0,0,0,0,0
Dan C,0,0,0,1,2,0,0,0
Dayton,0,0,0,3,1,0,0,0
Flowers,1,0,2,9,13,2,1,0
Hammond,0,0,0,2,0,0,0,0
Hardesty,1,2,1,4,1,0,0,0
Heacock,0,1,0,3,2,0,0,0
Jaime,1,1,0,20,14,1,0,0
Lally,0,4,1,42,14,3,0,0
Mac,6,0,0,27,22,1,0,0
Matt R.,0,0,0,2,1,0,1,0
Moore,0,1,0,3,3,1,0,0
Ortiz,1,1,1,2,4,0,1,0
Parris,0,2,1,11,6,2,1,0
Payne,0,1,0,4,19,2,0,0
Petty,0,0,0,1,1,1,0,0
Phil D.,0,2,2,8,9,1,0,0
Poulos,0,5,0,27,26,5,0,0
Russnog,1,0,0,2,1,0,0,0
Schroder,2,1,1,32,19,1,0,0
Seay,0,0,0,0,0,0,0,0
Snook,0,0,0,1,1,0,0,0
Stroble,0,0,0,13,11,1,1,0
Wilkes,0,0,1,4,1,0,0,0
Wilson,0,0,0,3,2,1,0,0
Wright,1,1,0,0,8,1,0,0
Alladi S,0,1,0,4,2,0,0,0
Alorro J,3,5,1,28,46,5,1,0
Aulett M,1,1,0,11,13,1,1,0
Babbit J,4,0,0,7,2,1,0,0
Brownl M,0,1,0,13,4,0,0,0
Doyle L,0,0,0,1,3,0,0,0
Drost M,1,0,3,5,7,1,0,0
Drost R,1,1,1,8,4,1,0,0
Garvey H,0,3,0,46,11,2,0,0
Holmes R,0,1,0,2,2,0,0,0
Isik A,1,1,0,9,7,1,0,0
Jagt B,4,3,1,44,24,3,1,0
Kalmak P,0,1,0,0,6,0,0,0
Katz B,3,2,0,44,13,1,0,0
Kittre B,1,1,2,11,42,1,0,0
Kline C,2,1,0,3,13,0,0,0
Komino T,0,0,0,0,0,0,0,0
LeMar M,2,1,0,6,20,1,0,0
Lee E,0,0,0,4,22,1,0,0
Mieser J,3,2,1,30,17,0,1,0
Ouelle J,1,0,0,2,1,0,0,0
Price J,0,0,0,4,1,0,0,0
Saffa R,0,0,0,0,1,0,0,0
Spielm B,0,0,2,2,4,0,0,0
Stanto T,0,0,0,1,2,0,0,0
Steven M,1,0,0,8,12,0,0,0
To Nori,0,0,0,1,0,0,0,0
Ward R,1,0,0,3,2,0,1,0
Weintr M,1,3,0,7,11,0,0,0
Weng F,0,0,0,2,5,0,0,0
Ye R,0,0,0,0,1,0,0,0
Zalk A,0,0,0,1,2,0,0,0
Adam O'D,0,2,1,13,15,0,0,0
Aidan H,0,0,0,5,2,0,0,0
Alec A,7,1,0,11,27,1,1,0
Andy O,0,1,1,13,1,0,0,0
Ben,0,1,1,1,0,0,0,0
Bryce R,1,2,0,37,31,2,0,0
Carson T,0,0,0,7,8,0,0,0
Colin F,0,0,0,2,2,0,0,0
David C,0,1,0,2,1,0,0,0
Derek A,1,5,1,40,45,2,1,0
Erik H,1,1,0,4,6,0,0,0
EtienneB,0,0,0,1,1,0,0,0
Geoff B,0,3,0,9,4,2,0,0
Greg E,3,3,1,33,18,1,1,0
JeremyH,2,2,0,8,9,2,0,0
Karl L,3,7,0,28,26,1,0,0
Ken A,0,2,1,1,12,1,0,0
Khalid A,1,0,1,6,3,1,0,0
Kinley G,0,1,0,2,7,0,0,0
Kyle C,1,0,1,3,4,0,0,0
Lance B,0,0,0,0,0,0,0,0
LaurentA,0,1,0,3,3,2,0,0
LaurentL,1,1,1,6,0,1,1,0
M Lee,0,0,0,15,10,0,0,0
Matt O'B,1,1,0,4,5,1,0,0
Nick B,2,1,2,26,7,1,1,0
PatrickK,0,0,0,5,2,0,0,0
PatrickM,0,0,0,0,0,0,0,0
Paul M,1,0,1,3,5,1,0,0
Paul R,0,1,0,8,7,1,1,0
Ryan W,0,0,0,2,0,0,0,0
Scott G,0,0,0,0,0,0,0,0
Tait B,0,0,0,0,0,0,0,0
Tyler S,1,1,0,10,5,1,0,0
A. Miche,1,0,0,2,1,0,0,0
Arcata,1,1,0,42,1,0,1,0
B. Dunn,1,0,0,2,1,1,0,0
Baer,0,0,0,4,12,0,0,0
Becker,0,0,0,0,0,0,0,0
Campy,0,0,0,5,1,1,0,0
Ciccoron,1,0,2,2,1,0,0,0
Damiano,1,0,0,1,19,1,1,0
Davies,1,1,0,26,23,0,0,0
Digorgio,0,1,0,11,0,0,0,0
Dmitry S,0,0,0,3,0,0,0,0
Dylan S,0,0,0,3,4,0,0,0
E. Nard,0,1,0,2,7,1,0,0
E. Peck,1,4,2,35,16,3,1,0
Eckardt,0,0,0,0,0,0,0,0
Fortin,0,1,1,54,19,2,0,0
Igor,0,1,2,0,2,0,0,0
Katzenba,2,1,1,12,53,1,1,0
Lamberty,0,0,0,16,7,1,0,0
M. Esser,0,1,1,16,13,1,0,0
Martin,0,0,0,2,7,1,0,0
Masino,0,0,0,3,5,0,0,0
Mehta,6,1,0,12,26,2,2,0
N. Patel,0,0,3,38,9,3,1,0
Nugent,0,0,0,0,0,0,0,0
Pastor,1,1,1,8,2,0,0,0
Pollard,0,0,0,3,2,1,0,0
R. Brown,1,1,2,3,6,0,0,0
Reydams,2,0,1,4,1,0,1,0
S. Mott,2,3,0,42,36,2,1,0
S. Xu,1,3,0,10,17,1,0,0
Strouse,4,1,1,4,6,0,0,0
Vaughn,1,0,0,3,2,0,1,0
Weaver,0,0,0,5,3,1,0,0
Wenzel,0,0,0,0,3,0,0,0
Angele D,2,0,0,5,1,0,0,0
Beards E,1,0,2,9,6,0,1,0
Buss J,0,1,0,6,2,3,0,0
Cicion R,0,0,0,1,1,0,0,0
Cooper M,0,0,0,2,0,0,0,0
DeAmic J,0,0,3,2,0,1,1,0
Delgad F,0,0,0,8,4,0,0,0
Diatta M,0,0,0,5,1,0,0,0
Fedore M,1,0,0,12,20,3,0,0
Furdel K,4,1,0,34,3,2,0,0
Gardne A,0,0,0,1,0,0,0,0
Graber C,1,0,0,11,0,0,0,0
Hammon P,1,1,0,10,3,0,0,0
Heffer J,0,0,0,2,2,0,0,0
Kahn A,0,0,0,4,2,1,0,0
Kincai J,0,0,0,1,1,0,0,0
Mast J,1,1,0,56,42,0,0,0
May S,1,0,1,4,2,0,0,0
McMull P,1,1,1,11,42,1,0,0
Peters E,0,1,1,8,1,1,0,0
Raslan A,0,0,0,4,4,0,0,0
Repper S,1,0,0,1,0,0,0,0
Robarg J,0,1,1,23,5,1,0,0
Robin- N,3,0,0,7,9,1,0,0
Rosen L,0,0,0,2,1,0,0,0
Sheppa M,3,7,1,29,38,3,0,0
Thomas A,0,1,0,15,7,1,0,0
Towle J,0,1,1,16,1,1,1,0
Tranqu D,0,0,1,0,0,0,0,0
Tranqu V,1,0,0,1,0,0,0,0
Trimbl S,3,3,0,10,1,0,1,0
VanDus S,1,3,0,25,44,3,0,0
Vatz D,4,0,0,4,10,1,0,0
Watt O,1,2,1,14,20,5,1,0
AllenJus,2,1,1,4,3,1,0,0
AllenKir,2,0,0,12,23,1,0,0
BallMike,0,0,0,2,6,0,0,0
BodeMatt,0,1,1,7,13,0,0,0
CohenAnd,0,1,0,7,25,2,0,0
ColicchC,0,0,0,1,1,0,0,0
CretellJ,0,1,1,1,4,0,1,0
DieterBe,0,0,0,6,2,0,0,0
EllisMat,1,1,1,3,1,0,0,0
FairfaxJ,1,1,1,2,9,1,0,0
FreystaM,1,1,1,17,13,2,1,0
GreenTri,0,0,0,3,2,1,0,0
GretschR,0,0,0,2,0,0,0,0
HartzogJ,1,0,0,0,2,0,0,0
HeltonGo,0,8,1,5,19,2,0,0
JonesDav,0,0,0,2,8,0,0,0
LaviolA,1,0,0,2,14,0,0,0
LiuBob,3,3,0,38,38,3,0,0
LynchJoh,1,0,1,2,1,0,0,0
MatzukaB,0,2,1,30,52,1,0,0
McKelveA,0,0,1,1,6,0,0,0
McSherrC,0,0,0,3,2,0,0,0
MitchelT,4,1,1,1,7,1,0,0
MouwJaco,2,1,1,0,5,0,0,0
MunizCha,1,0,0,14,2,0,0,0
NethercJ,2,1,0,0,56,2,0,0
NordgreJ,0,0,0,2,2,0,0,0
PannoneM,2,0,1,5,0,0,0,0
PerryJor,0,0,0,1,18,0,0,0
PolkJake,0,0,1,6,2,0,0,0
RichardD,1,0,1,3,4,0,0,0
SaulNoah,0,1,3,30,1,1,0,0
SethuraV,0,0,0,1,1,0,0,0
SiscoSha,2,3,0,5,13,0,0,0
SmithJos,0,0,0,0,2,0,0,0
SnokeDav,0,0,1,9,1,1,0,0
TaylorAl,2,0,1,3,15,1,0,0
TaylorHu,0,0,0,2,4,0,0,0
WerkmeiR,0,0,0,2,2,0,0,0
WilliamJ,0,3,0,5,57,0,0,0
WilsonMa,0,0,0,0,0,0,0,0
Bridges,2,0,0,13,7,0,1,0
Dunn,3,8,2,57,16,4,1,0
Fontaine,1,1,1,10,12,0,0,0
Goodman,0,0,0,1,1,0,0,0
Griffin,0,0,1,4,3,2,0,0
Groth,1,1,0,5,1,1,0,0
Gutkowsk,2,2,0,14,17,0,1,0
Hall,0,0,0,1,0,0,0,0
Ham,2,1,0,15,19,0,0,0
Hume,2,0,0,10,13,2,1,0
Huppert,1,1,0,3,5,0,0,0
Ivers,1,3,0,6,11,1,0,0
Kohl,0,1,0,3,6,1,0,0
Lacy,0,2,1,5,1,0,0,0
Leggio,1,4,0,14,45,1,0,0
Milardov,2,2,2,16,39,0,0,0
Okita,2,0,0,25,54,0,0,0
Osborne,0,0,0,2,1,0,0,0
Page,1,0,1,9,6,0,0,0
Parisi,0,0,0,6,10,1,0,0
Purdy,2,3,1,0,1,0,0,0
Radlauer,2,1,0,4,12,1,0,0
Ritchie,0,0,0,1,4,1,0,0
Rubin,0,0,1,4,9,1,1,0
Slader,0,1,1,2,15,0,0,0
Slaughte,0,0,0,0,2,0,0,0
Smith,3,0,0,1,0,0,0,0
Tran,2,0,0,27,42,2,0,0
Turner,2,1,0,42,46,5,0,0
A-Grande,0,0,1,0,2,0,0,0
A-Max,0,1,0,4,2,0,0,0
A-Pan,1,0,0,1,16,2,0,0
Andrew,1,0,0,10,9,1,1,0
Antoine,1,2,2,16,16,2,1,0
Ben,0,0,0,4,9,0,0,0
Brandon,0,1,0,1,5,1,0,0
Byron,0,5,1,10,1,0,0,0
Cameron,0,0,1,3,3,0,0,0
Cody,1,0,0,7,23,0,0,0
Cullen,0,0,1,8,5,0,1,0
DaDa,0,0,0,7,0,0,0,0
Devon,0,0,0,2,2,0,1,0
Eli,2,4,0,80,26,0,0,0
Ellen,0,0,0,0,0,0,0,0
Elliott,1,1,2,66,49,3,0,0
Gina,0,0,0,0,5,0,0,0
Greenwoo,1,0,0,2,1,0,0,0
Greg,1,1,0,0,1,4,0,0
Hunter,0,0,1,0,1,0,0,0
